Year,Agric,Food,Soda,Beer,Smoke,Toys,Fun,Books,Hshld,Clths,Hlth,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach,ElcEq,Autos,Aero,Ships,Guns,Gold,Mines,Coal,Oil,Util,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin,Other
199211,303.11,2061.74,619.11,11699.15,5038.44,214.47,478.11,962.56,963.28,300.24,207.81,271.32,1474.73,1495.36,278.6,300.1,546.46,228.51,415.19,133.06,321,1080.25,1084.41,1408.45,216.34,1275.94,324.05,518.83,209.94,1332.78,1430.5,2633.98,264.13,240.02,648.47,339.75,304.81,244.64,828.89,1061.82,666.61,222.03,1057.08,363.07,555.83,893.95,35.84,179.5,438.75
199212,329.22,2134.14,665.28,11747.23,5109.22,226.1,523.67,1029.01,1003.26,331.74,230.23,283.25,1535,1519.87,290.86,317.23,553.03,238.06,442.42,138.48,333.35,1166.64,1170.04,1414.63,237.27,1345.82,284.95,516.5,187.6,1306.12,1419.44,2810.39,292.21,251.87,690.48,360.34,323.18,258.79,854.98,1124.78,700.55,237.65,1129.67,395.44,606.06,938.19,35.88,192.92,471.84
199301,349.83,2100.53,673.93,12076.12,4964.35,216.55,544.64,1019.88,993.12,327.15,228.21,288.87,1508.33,1531.1,293.2,347.72,559.2,233.36,459.94,134.76,340.41,1196.45,1206.2,1537.77,253.95,1478.09,295.7,539.53,187.31,1330.57,1450.17,2955.11,309.89,257.51,671.95,362.43,344.83,265.19,864.57,1124.22,708.01,245.65,1131.25,393.84,640.9,976.18,40.41,202.27,479.07
199302,356.48,2049.28,663.99,12179.61,4658.7,228.28,579.4,1066.56,1011.75,326.91,226.7,281.61,1391.56,1495.83,299.04,356.65,570.66,241.75,489.88,132.1,353.76,1204.28,1319,1479.9,251.95,1470.05,278.85,527.66,180.46,1374.14,1480.96,2979.84,312.08,256.08,700.16,383.01,372.68,266.85,861.1,1113.21,728.48,253.26,1128.16,394.61,672.84,1003.56,42.46,211.84,481.28
199303,350.76,2001.02,709.42,11882.71,4509.51,205.94,566.09,1077.61,1041.45,303.59,193.3,247.43,1287.32,1502.66,305.32,375.29,607.93,254.64,484.44,128.32,367.58,1176.35,1315.7,1502.64,249.68,1508.98,294.8,543.8,177.01,1451.34,1565.39,3199.86,313.96,259.3,692.96,369.26,387,274.14,872.43,1136.03,736.98,248.55,1118.97,393.65,690.38,1007.38,45.46,212.5,457.69
199304,354.85,1961.1,768.42,12135.9,4459.12,211.2,590.27,1088.57,1051.83,318.16,203.98,248.17,1298.33,1531.18,318.52,394.81,622,250.97,479.85,134.23,374.93,1243.45,1397.16,1582.52,242.13,1586.46,346.73,587.75,173.45,1510.16,1585.04,3294.6,310.46,266.62,689,387.69,406.04,278.56,850.51,1258.58,772.95,253.29,1155.51,408.26,718.7,1054.29,48.24,224.62,446.89
199305,340.66,1716.12,679.45,11021.91,3755.39,218.8,568.67,1067.76,996.09,297.75,205.92,226.51,1347.69,1598.33,303.9,375.67,612.73,249.89,468.98,134.25,388.33,1261.89,1446.86,1614.06,225.64,1645.77,378.99,539.19,165.31,1527.98,1577.62,3188.18,298.17,255.45,670.28,362.45,396.53,277.18,841.85,1271.64,783.03,243.35,1047.55,382.35,686.95,1023.26,46.98,217.83,427.94
199306,347.98,1776.85,711.54,11361.52,3904.25,240.92,635.45,1082.43,1045.81,309.93,225.28,243.38,1376.27,1616.87,312.1,375.49,622.82,255.72,493.63,137,410.55,1296.57,1449.88,1742.31,242.16,1599.5,414.51,540.92,121.25,1541.1,1568.93,3318.55,314.55,262.84,738.23,397.86,434.82,294.91,845.82,1235.92,806.92,257.72,1107.04,414.28,680.34,1036.51,50.35,221.55,460.41
199307,347.46,1679.88,600.39,8679.58,3897.48,247.14,560.68,1013.29,1003.59,260.53,224.29,223.28,1162.67,1502.7,303.74,363.3,638.05,261.33,491,156.55,390.74,1287.03,1491.19,1478.73,389.27,1401.75,504.15,645.42,147.85,1394.86,1653.53,3333.67,384.63,247.73,640.28,367.38,450.56,272.84,749.86,1042.35,746.65,217.22,942.14,373.52,693.2,1059.73,58.38,230.93,430.65
199308,351.46,1591.31,647.7,8680.38,3718.69,249.95,548.78,1032.56,979.01,249.67,227.11,214.91,1081.65,1517.8,307.26,352.38,631.71,266.03,478.65,157.59,395.05,1333.11,1528.97,1581.75,394.97,1430.14,568.19,643.61,158.05,1407.65,1680.34,3422.76,399.38,252.82,587.98,337.4,457.79,272.29,736.8,1008.76,781.36,222.35,942.51,380.24,700.61,1099.25,57.02,240.45,406.95
199309,368.08,1673.56,747.67,8856.91,3639.52,275.34,588.33,1064.44,1020.61,255.04,222.82,215.45,1126.79,1559.42,336,382.91,657.97,284.34,490.53,178.52,424.4,1354.87,1514.29,1624.38,415.34,1485.12,504.79,608.51,167.1,1455.11,1733.12,3633.84,353.91,263.53,615.06,350.08,508.45,289.89,754.63,992.68,813.5,232.9,978.41,398.3,707.97,1149.96,60.01,254.69,431.72
199310,369.08,1629.15,683.3,9455.02,3501.1,284.19,631.37,1056.3,1002.45,243.46,239.7,212.19,1130.63,1526.66,336.57,370.18,654.35,278.42,468.95,174.44,418.19,1335.03,1523.24,1601.64,406.18,1499.93,467.44,562.26,178.07,1475.18,1715.21,3607.87,362.2,271.96,599.43,371.87,523.09,283.9,727.31,1026.21,803.17,231.84,975.04,401.54,734.31,1155.41,62.33,261.08,416.06
199311,364.17,1778.56,678.36,9656.56,3839.73,289.06,650.76,1137.9,1073.81,261.76,264.32,224.53,1192.28,1565.89,349.56,378.09,685.63,275.53,484.39,196.98,431.77,1346.7,1683.66,1665.91,478.58,1531.06,511.26,584.92,234.86,1453.71,1676.51,3689.97,373.08,279.5,643.24,381.67,510.18,281.03,739.05,916.82,828.93,237.27,1006.2,423.8,701.71,1120.51,63.5,253.03,377.54
199312,378.11,1791.1,661.97,9582.25,4033.55,267.6,634.47,1138.9,1085.7,265.65,266.43,222.01,1212.23,1593.07,343,361.37,711.44,271.7,483.56,191.46,423.39,1352.12,1709.38,1759.1,455.71,1477.01,498.14,674.85,234,1362.49,1574.6,3488.16,352.78,271.5,684.4,388.02,490.05,276.13,794.52,953.52,840.86,234.21,1022.22,421.98,689.6,1068.75,64.42,244.5,385.14
199401,399.91,1769.33,735.3,9977.29,3996.22,248.7,649.82,1174.35,1103.74,267.53,297.61,227.35,1224.75,1647.93,357,370.85,718.11,281.47,516.54,191.63,440.49,1438.4,1784.15,1877.87,466.03,1541.87,559.25,788.73,245.07,1368.89,1597.54,3462.11,368.96,283.88,715.77,384.74,508.43,294.78,815.5,1008.26,865.5,241.88,989.31,446.86,718.71,1072.86,66.56,247.98,390.74
199402,420.52,1792.54,766.88,9485.03,4381.06,253.65,687.89,1165.95,1138.14,269.07,287.69,243.15,1218.72,1778.26,367.61,345.28,735.69,294.1,577.35,200.05,463.87,1503.14,1933.43,1922.09,467.51,1582.36,548.51,845.56,236.87,1434.67,1574.18,3585.3,369.57,293.41,759.73,406.5,532.28,304.53,873.07,1036.39,913.29,250.55,992.1,458.07,755.59,1112.73,68.05,258.87,432.9
199403,430.91,1743.13,792.44,9630.45,4056.81,268.05,681.89,1123.1,1131.27,275.9,292.01,227.5,1141.17,1754.16,364.56,346.89,727.7,277.3,557.75,196.48,467.41,1482.94,1861.43,1951.25,472.31,1622.35,544.89,823.11,231.94,1387.09,1486.87,3382.26,371.44,285.61,767.14,416.67,549.62,310.54,854.98,1010.84,886.53,248.76,1018.57,469.75,723.33,1062.2,66.22,249.1,399.68
199404,396.22,1667.59,705.83,9288.35,3611.12,250.56,622.8,1076.49,1073.99,274.35,279.21,212.95,1060.83,1713.17,343.36,344.7,693.95,270.32,525.37,184.2,451.53,1410.71,1732.01,1861.24,504.78,1564.18,572.91,808.41,208.77,1336.3,1426.76,3246.37,351.82,272.43,731.74,397.96,540.4,297.99,792.13,1032.73,832.22,234.32,977.19,436.82,707.9,1022.05,65.23,239.64,378.91
199405,389.71,1683,721.61,9457.97,4017.77,250.79,607.04,1060.56,1108.76,271.21,278.88,211.59,1103.52,1756.09,347.41,353.98,694.42,266.6,520.15,185.65,448.3,1375.42,1730.9,1859.04,478.53,1540.37,499.77,762.14,207.91,1411.52,1451.78,3279.01,343.72,275.58,719.19,405.47,528.18,292.69,787.55,1012.16,829.27,234.17,981.82,449.74,748.02,1020.21,60.91,245.29,397.55
199406,386.14,1668.75,708.84,9242.82,3712.72,251.91,623.82,1069.72,1115.59,270.02,292.15,224.15,1154.34,1810.79,348.69,334.34,706.35,256.8,543.05,199.22,437.72,1440.64,1691.21,1907.53,501.58,1475.98,523.85,783.44,203.7,1411.59,1365.49,3328.8,343.23,279.2,723.79,435.41,536.48,294.02,810.13,1047.44,810.92,234.86,961.45,449.43,789.47,1056.93,62.02,250.76,408.03
199407,327.6,1490.73,667.28,7942.71,3783.42,211.54,401.87,1014.18,995.16,255.37,292.16,208.56,986.46,1549.75,291.18,263.14,412.71,225.9,568.3,189.12,387.7,1288.47,1421.23,2020.3,404.56,1429.59,518.85,782.15,218.29,1263.76,1311.96,2646.37,312.94,245.97,596.8,361.65,482.17,257.54,971.86,1030.26,690.71,235.22,827.31,368.75,733.95,929.98,73.65,210.8,371.92
199408,329.2,1521.85,671.09,8378.99,3972.42,214.68,421.1,1029.13,1026.71,261.03,304.05,212.94,989.57,1612.44,309.4,262.87,431.6,229.49,606.67,187.81,413.77,1383.2,1492.44,2028.48,390.1,1416.87,512.92,805.19,213.29,1311.16,1374.39,2723.7,321.22,253.48,621.43,366.51,514.77,268.93,1043.14,1004.93,711.2,241.26,827.69,365.04,752.37,972.84,73.59,211.37,384.63
199409,344.82,1643.93,618.33,8801.78,4349.36,223.41,385.95,1078.12,1094.77,278.12,324.67,236.53,1103.78,1703.95,321.67,272.52,457.87,225.89,636.94,197.77,430.25,1387.16,1462.03,2107.47,426.93,1480.26,538.16,829.26,220.88,1315.39,1374.8,2722.2,352.71,265.98,705.27,407.87,552.5,288.02,1102.12,1017.55,723.88,252.95,868.69,380.34,783.63,1001.09,79.66,224.34,404.04
199410,334.93,1641.18,608.13,8987.95,4226.83,222.53,376.72,1041.49,1083.09,272.9,335.24,241.74,1123.66,1682.01,312.03,256.53,446.41,215.82,639.14,187.7,416.06,1368.8,1381.47,1993.31,412.91,1367.39,582.19,865.45,218.41,1304.13,1328.57,2682.13,348.6,266.86,709.34,414.76,538.7,286.36,1102,1059.3,672.97,250.42,849.07,366.86,736.74,979.59,80.28,213.4,397.35
199411,337.34,1706.02,638.13,9324.35,4104.37,236.21,371.62,1050.01,1092.73,282.18,329.44,240.63,1144.79,1640.6,319.59,255.5,447.22,219.64,613.76,182.1,430.14,1404.27,1374.94,2042.28,393.57,1403.86,519.38,801.68,209.24,1411.7,1345.29,2672.26,345.05,271.89,785.6,459.48,573.45,286.64,1060.15,1083.71,692.65,250.99,857.92,380.9,742.56,987.77,65.25,215.14,397.35
199412,329.05,1685.96,495.59,9373.27,4011.05,220.59,377.02,1025.28,1073.77,271.03,313.07,243.89,1166.49,1504.84,315.18,247.57,430.92,203.87,566.33,181.97,395.31,1327.54,1315.34,1972.81,378.04,1358.58,456.69,733.8,191.23,1350.5,1343.52,2584.69,311.27,260.03,772.26,460.51,563.42,278.34,1010.96,1013.27,659.77,226.73,837.17,362.83,694.41,958.77,62.8,206.28,365.78
199501,329.16,1701.75,502.39,9539.08,3929.38,209.96,395.61,1051.34,1094.64,274.78,312.78,254.12,1173.89,1557.27,325.16,252.61,441.54,201.41,590.86,180.74,402.77,1438.95,1374.57,2073.66,401.75,1424.1,466.8,758.81,196.35,1342.4,1340.08,2629.35,332.14,264.98,806.77,471.21,578.86,289.53,1049.89,1026.21,657.3,233.95,800.34,372.74,706.03,999.76,61.89,207.02,355.11
199502,373.55,1735.37,533,9809.64,4108.8,210.04,426.61,1000.09,1121.57,265.97,330.75,265.78,1252.03,1514.14,322.42,252.3,449,210.41,555.19,189.53,403.32,1484.98,1301.2,2078.71,392.81,1463.15,415.86,743.26,195.2,1351.45,1425.28,2750.83,332.29,266.98,788.38,465.98,584.11,295.29,1032.28,1056.73,683.78,235.06,805.6,399.35,751.97,1056.4,63.61,216.27,367.22
199503,353.88,1792.5,560.24,10278.22,4024.35,222.39,432.54,1050.06,1165.75,273.91,330.21,275.99,1275.81,1596.65,339.85,260.98,470.6,218.85,579.35,197.39,425.44,1572.94,1375.41,2197.15,413.3,1175.98,435.99,768.19,182.82,1414.96,1428.46,2808.12,349.72,285.74,844.11,502.05,635.33,311.56,1114.43,1205.94,733.95,246.71,828.03,411.42,811.07,1078.52,69,228.71,356.04
199504,374.89,1864.88,569.18,10487.77,4245.05,226.68,456.26,1063.24,1188.4,282.81,330.38,293.52,1300.75,1682.87,356.63,248.72,486.68,220.89,590.67,207.94,451.76,1559.75,1397.01,2368.39,417.19,1194.19,517.7,799.15,193.82,1493.76,1395.41,2807.8,372.17,296.55,894.46,533.55,656.92,324.27,1138.07,1286.78,766.34,254.28,866.89,422.85,814.56,1109.75,71.44,231.17,373.46
199505,390.85,1946.03,655.79,10826.63,4060.47,218.12,479.54,1057.47,1232.57,279.3,324.31,306.67,1370.44,1734.58,361.18,251.14,491.75,231.62,590.39,199.8,472.8,1606.53,1427,2466.9,412.94,1295.37,502.76,789.32,194.7,1534.59,1433.29,2904.45,380.38,302.46,979.89,567.96,719.48,339.56,1170.26,1234.07,804.27,264.36,844.65,433.43,846.99,1086.81,71.02,241.57,373.39
199506,398.02,2008.41,637.6,12613.41,4186.02,231.23,495.34,1094.71,1261.04,286.37,307.92,308.64,1403.52,1796.47,379.51,260.42,495.29,244.07,598.18,208.69,492.4,1680.48,1536.73,2605.44,393.32,1356.92,500.07,769.71,200.73,1588.7,1526.58,2984.08,364.77,304.93,1000.72,589.84,759.66,351.09,1192.89,1239.34,798.49,269.87,887.65,450.36,921.14,1140.51,75.95,252.13,397.5
199507,401.86,1973.41,655.32,11329.27,3518.18,385.97,567.3,917.71,1168.24,289.93,313.86,320.7,1347.15,1717.82,387.61,282.79,511.72,227.52,601.88,229.27,507.77,1337.27,1669.28,2801.54,338.9,1505.48,521.86,786.06,242.69,1521.46,1532.32,2800.97,331.06,310.25,1050.2,579.17,773.05,384.79,1149.73,1275.51,742.5,276.31,901.63,433.49,923.57,1126.94,77.18,202.29,403.85
199508,415.39,1975.02,649.6,11600.27,3396.22,413.75,599.86,946.17,1155.37,311.6,350.29,344.61,1413.34,1762.26,409.66,299.8,521.48,241.45,640.52,244.48,547.69,1391.07,1735.61,2976.92,377.53,1518.27,573.76,754.75,239.75,1563.61,1521.81,2962.42,338.84,325.14,1141.14,628.66,846.42,403.54,1181.49,1240.14,823.01,287.81,939.98,441.04,965.34,1159.58,80.17,213.47,441.13
199509,427.98,1995.05,686.49,11399.4,3510.45,427.5,600.79,965.55,1163.36,317.55,350.32,359.31,1427.86,1747.54,416.67,294.69,518.73,253.2,645.76,242.54,544.15,1390.47,1735.69,2916.35,387.17,1506.23,586.43,714.9,249.33,1532.89,1534.61,3177.32,356.34,332.79,1146.23,630.26,841.27,403.14,1189.87,1237.87,788.71,285.98,907.7,425.48,1018.85,1236.39,79.59,223.19,417.64
199510,485.15,2145.4,722.07,12418.08,3611.43,414.37,593.63,1001.39,1225.7,331.93,364.69,391.46,1545.69,1794.31,406.79,295.05,547.15,252.54,618.68,240.66,526.48,1473.28,1766.03,3077.29,391.8,1570.19,581.29,739.77,253.89,1559.52,1622.59,3327,375.23,330.55,1156.19,642.18,855.97,412.73,1209.28,1096.49,820.95,289.17,946.08,436.47,1090.51,1331.36,82.99,233.62,408.94
199511,499.41,2153.89,759.68,12905.93,3712.11,395.13,600.48,989.07,1256.23,320.65,359.89,387.12,1567.32,1705.64,395.97,269.18,547.65,253.33,581.87,231.7,507.51,1496.23,1665.99,3023,370.25,1479.21,506.88,686.68,220.4,1563.31,1641.52,3300.05,371.92,328.46,1238.95,676.35,812.92,411.59,1179.4,1004.34,806.84,291.06,870.67,443.68,1067.48,1320.73,79.48,225.03,394.47
199512,526.99,2232.22,806.59,13498.89,3795.61,411.98,613.12,1060.63,1343.97,322.78,382.58,403.38,1649.25,1827.56,419.21,287.05,576.3,263.01,626.98,248.29,533.57,1578.86,1751.8,3286.2,390.43,1616.07,568.56,785.44,217.92,1625.62,1657.18,3396.32,399.31,347.68,1265.95,689.13,780.86,428.49,1167.34,1139.45,855.14,300.48,939.16,468.57,1132.4,1430.51,76.18,231,408.76
199601,539.94,2301.36,790,13377.81,3968.76,413.7,607.67,1053.65,1353.59,341.41,387.91,422.93,1756.43,1876.2,405.92,278.42,572.4,284.86,617.09,250.93,529.21,1712.91,1847.85,3420.36,389.41,1719.21,609.98,794.17,233.79,1727.02,1732.98,3543.32,393.64,363.69,1226.61,668.67,729.82,437.64,1156.59,1177.26,840.91,309.55,927.28,471.86,1140.2,1463.24,82.42,225.67,413.94
199602,534.14,2385.4,770.05,13813.56,4041.05,447.87,626.76,1057.76,1431.72,333.36,419.31,438.52,1856.97,1977.7,430.91,267.25,587.19,289.94,640.3,250.94,545.07,1824.25,1900.33,3444.54,386.97,1886.54,764.34,823.81,228.33,1743.86,1761.45,3573.34,391.78,370.41,1297.28,680.72,725.25,442.83,1174.31,1170.32,837.07,309.63,923.44,506.29,1204.56,1508.76,83.75,232.74,418.94
199603,579.03,2412.51,812.3,14579.26,4144.38,453.93,644.32,1087.32,1452.45,339.38,428.6,437.59,1826.07,2058.78,442.48,267.44,584.85,290.66,640.94,276.82,563.23,1810.3,1926.41,3541.05,396.58,1863.23,770.35,862.68,232.49,1758.18,1705.57,3491.44,391.4,379.48,1443.54,725.38,754.74,434.89,1128.95,1259.02,879.72,318,973.39,523.16,1238.66,1555.21,86.96,235.87,424.96
199604,570.01,2298.81,871.03,14815.56,3807.81,451.62,655.73,1096.08,1471.08,377.64,441.94,440.82,1824.42,2194.78,457.7,274.32,600.34,295.67,682,270.55,576.87,1854.98,2059.06,3681.26,394.7,1923.79,768.56,857.43,242.26,1844.94,1689.99,3443.78,409.61,396.71,1327.18,725.36,712.33,443.93,1171.75,1311.26,914.64,317.31,1052.77,526.63,1233.56,1537.97,95.23,237.26,447.94
199605,603.9,2283.24,861.93,14683.81,3747.04,455.37,686.61,1124.79,1524.28,402.11,448.57,438.01,1810.52,2219.34,475.6,283.77,635.88,293.88,694.85,294.26,596,1905.35,2115.83,3701.48,435.57,1915.35,775.77,864.13,243.82,1924.52,1641.22,3571.67,440.1,421.35,1467.5,799.89,804.65,471.08,1218.94,1306.13,938.74,332.45,1105.73,544.97,1211.81,1514.59,94.51,238.71,485.78
199606,591.87,2413.93,904.18,16096.01,3909.25,479.71,708.05,1179.03,1571.19,438.65,455.43,452.45,1898.07,2225.2,494.36,299.5,657.27,298.62,692.08,308.46,600.9,2022.63,2163.17,3795.88,427.85,1940.34,843.93,867.54,281.79,1936.41,1661.47,3570.26,468.54,437.57,1525.09,830.74,846.94,481.44,1250.35,1366.55,934.38,345.81,1171.52,550.92,1241.21,1521.01,97.34,246.25,516.28
199607,562.28,1543.39,852.61,9702.67,16992.07,432.87,625.03,1295.76,1541.38,435.83,451.25,386.19,1692.25,1912.77,429.3,310.07,605.46,277.98,668.94,163.78,548.63,1967.64,2209.2,3332.91,566.27,3908.01,751.05,976.83,276.95,1919.22,1742.34,3031.15,437.45,476.89,1279.88,654.28,774.16,436.13,1332.49,1392.28,853.79,316.47,1088.71,573.67,1206.44,1514.45,156.12,227.02,568.13
199608,534.34,1505.56,834.45,9141.53,17025.78,390.47,547.5,1228.52,1486.55,416.96,414.35,350.95,1610.43,1898.38,419.31,298.71,584.5,254.98,621.61,155.15,507.85,1865.14,2117.12,3294.56,554.83,3740.22,747.02,914.87,253.74,1837.2,1635.53,2762.73,409.04,446.52,1219.81,593.29,706.88,408.98,1322.93,1362.34,797.07,295.33,1004.97,539.21,1202.19,1443.18,138.8,216.59,513.54
199609,578.07,1486.67,913.31,9330.47,14755.67,402.15,545.25,1292.47,1522.29,445.06,446.08,372.03,1665.68,1908.21,437.92,314.02,602.38,266.78,660.4,166.56,532.43,1916.92,2204.8,3421.91,573.85,3763.04,783.98,917.82,256.17,1887.99,1672.58,2746.94,425,463.08,1280.91,608.39,750.49,424.29,1375.01,1372,805.29,307.16,1078.47,564,1262.64,1502.87,150.43,224.3,553.03
199610,601.06,1632.85,993.66,9374.91,14797.14,435.54,591.31,1327.37,1632.28,476.28,463.2,409.05,1787.73,2056.7,449.27,313.64,656.43,263.33,673.19,173.87,566.07,2099.5,2275.38,3585.57,619.46,4041.32,719.43,940.43,281.93,1978.31,1675.97,2761.2,462.42,484.7,1442.04,679.71,833.18,442.92,1471.31,1406.88,817.21,325.23,1115.83,565.71,1354.78,1578.96,154.85,237.06,586.82
199611,636.19,1672.31,969.15,9448.47,15287.52,433.5,577.47,1313.05,1645.49,475.1,433.3,388.81,1801.93,2086.51,451.69,316.54,667.05,272.18,669.97,168.77,564.22,2219.24,2274.97,3688.54,618.13,3969.24,698.83,942.53,284.84,2093.29,1730.14,2763.45,443.41,467.8,1435.41,673.35,832.36,428.96,1520.18,1387.81,838.59,328.57,1099.59,544.17,1465.47,1635.04,155.32,244.49,605.02
199612,643.03,1790.15,998.44,9686.01,16914.45,461.19,637.42,1381.21,1763.38,472.61,468.4,400.73,1941.15,2224.29,495.4,318.33,681.93,288.9,729.86,175.7,615.37,2373.81,2367.82,3843.89,707.78,2876.06,700.52,986.01,295.94,2202.29,1765.67,2916.76,455.35,477.34,1657.75,736.53,950.18,475.17,1588.47,1494.32,906.27,344.67,1137.89,569.66,1609.86,1768.71,152.74,264.37,633.31
199701,644.44,1738.53,1043.77,9726.69,18308.96,424.74,600.6,1356.72,1781.64,484.45,476.87,410.97,1860.53,2175.05,483.08,323.52,707.26,289.16,724.55,176.47,612.89,2247.76,2283.08,4063.72,753.17,2905.42,689.77,946.38,491.31,2229.24,1760.55,2970.2,456.75,470.77,1569.16,721.82,954.03,477.76,1596.84,1619.48,898.75,345.91,1106.96,554.48,1546.48,1774.93,141.35,269.86,611.23
199702,699.3,1803.29,1160.71,10831.29,19155.85,437,628.47,1388.53,1894.79,520.75,492.1,430.39,2076.89,2256.79,484.28,341.13,741,329.66,759.88,182.07,647.73,2344.02,2363.95,4136.22,769.02,2937.88,646.48,943.97,551.57,2324.54,1777.67,3048.57,475.74,475.33,1674.32,787.17,1108.53,502.82,1620.49,1616.67,920.9,348.37,1114.85,567.16,1671.26,1865.04,148.34,286.54,697.13
199703,702.44,1867.13,1241.26,11121.96,21517.73,435.8,626.79,1422.09,1946.24,542.17,505.58,427.82,2103.92,2313.82,490.68,356.26,734.87,302.95,762.12,176.39,641.98,2321.74,2355.87,4058.29,775.58,2824.92,786.98,1043.2,533.61,2189.42,1766.99,3160.89,466.2,468.29,1550.66,740.58,1010.04,496.51,1712.37,1669.61,916.09,347.42,1189.24,548.9,1752.46,1955.53,162.69,304.27,652.46
199704,698.51,1864.62,1190.85,10369.61,18398.61,436.38,610.38,1421.82,1858.69,510.67,448.17,394.94,1962.65,2259.33,470.69,345.76,693.36,293.08,727.04,171.69,631.07,2241.55,2238.7,4020.6,756.97,2687.61,665.19,988,502.94,2303.03,1710.34,2858.53,454.59,448.72,1445.48,693.43,994.05,459.08,1612.13,1710.53,919.1,325.67,1179.46,560.59,1618.07,1879.85,147.11,283.37,621.75
199705,761.2,1941.54,1211.46,11548.32,18995.24,459.77,622.36,1409.05,2030.76,489.74,455.64,404.77,2109.25,2332.05,489.09,334.02,761.86,302.46,742.38,172.15,656.53,2492.85,2305.86,4045.99,873.91,2865.23,535.44,970.74,536.85,2314.09,1681.04,2940.44,465.03,456.43,1541.52,800.42,1056.3,484.26,1658.2,1823.81,975.72,327.18,1197.52,602.82,1725.9,1989.92,128.76,300.69,610.16
199706,798.11,1982.57,1276.51,12284.24,20876.37,494.09,671.12,1528.2,2193.29,528.1,493.24,442.28,2260.98,2430.27,537.02,357.76,815.11,323.59,801.72,187.71,743.36,2717.75,2474.71,4317.9,938.07,3025.71,613.77,1022.78,511.11,2490.02,1702.88,3152.55,499.98,511.65,1764.67,886.17,1124.65,528.53,1780.91,1960.69,973.38,357.06,1285.36,612.47,1782.1,2144.56,141.89,325.02,656.68
199707,807.53,2027.12,1194.21,10191.25,13968.25,276.53,702.29,1815.45,2020.7,564.99,535.4,464.2,2220.27,2444.66,568.15,348,935.94,220.52,868.64,189.02,704.3,2668.01,2073.89,4796.89,974.27,2615.43,590.4,1074.94,524.29,2487.29,1750.82,2965.46,652.76,513.5,1596.84,792.79,1136.91,523.83,1818.8,1845.98,938.17,391.77,1255.3,601.94,1621.99,2168.69,124.63,316.52,599.64
199708,791.69,2125.97,1514.15,10380.09,14149.64,293.7,716.62,1898.28,2159.8,582.59,518.95,498.89,2262.26,2640.04,588.82,358.17,1005.05,252.48,957.1,195.98,776.75,2910.25,2258.11,4685.88,1092.91,2713.49,635.97,1073.02,580.92,2707.68,1802.04,2917.35,663.19,533.28,1974.55,882.72,1350.06,563.74,1912.57,1952.89,1013.21,413.45,1386.31,649.46,1818.81,2380.65,135.26,353.07,608.51
199709,857.42,2062.81,1375.35,9443.11,15371.32,283.01,705.68,1842.43,1978.93,546.35,515.65,491.81,2112.22,2512.67,603.62,360.59,926.52,249.54,938.29,200.19,789.95,2634.24,2282.86,4508.9,1043.86,2672.48,650.41,1060.4,549.83,2702.99,1772.4,2880.64,648.24,526.11,1944.57,864.23,1338.83,571.79,1856.6,1855.54,970.56,420.95,1372.81,622.48,1724.41,2232.88,137.35,339.55,602.81
199710,915.09,2196.96,1387.57,10186.26,14813.32,288.15,757.68,1987.66,2078.75,573.43,529.94,509.24,2277.77,2522.25,648.49,382.47,976.08,261.66,948.57,208.33,798.09,2872.72,2437.55,4605.95,1196.87,2756.49,713.48,1153.83,524.71,2924.3,1846.68,3182.13,754.44,549.39,2064.5,888.44,1371.73,599.68,1935.95,1729.63,1059.72,441.04,1458.73,672.8,1871.02,2392.05,156.85,388.42,662.89
199711,896.22,2170.84,1572.18,9580.15,14196.69,302.7,749.47,1978.56,2025.01,527.82,523.39,478.32,2284.81,2437.55,621.68,366.71,958.91,240.93,875.74,201.44,728.28,2747.92,2337.93,4035.02,1157.13,2499.63,595.76,1052.07,434.42,2884.46,1856.41,3317.2,723.07,520.88,1877.64,880.52,1204.07,537.89,1813.43,1652.72,1052.58,435.88,1437.13,640.81,1862.03,2321.82,149.3,360.55,582.8
199712,954.38,2349.73,1680.91,10257.98,15418.12,308.38,836,2055.15,2134.3,552.94,527.51,499.38,2354.16,2525.22,655.02,363.71,992.67,245.6,843.47,188.86,713.91,3078.48,2279.33,4481.11,1168.87,2535.15,489.27,1010.97,403.09,2824.58,1991.23,3758.19,756.95,530.35,1939.91,919.41,1200.77,540.85,1909.22,1719.72,1049.66,445.49,1538.48,673.81,1940.26,2417.92,139.51,363.66,582.57
199801,974.09,2475.44,1892.84,10679.37,16116.15,298.1,878.67,2187.31,2215.47,502.54,537.19,512.5,2466.86,2516.56,697.64,374.21,1061.34,247.89,877.1,155.19,706.4,3064.48,2411.51,4391.41,1145.95,2545.54,483.44,927.34,416.48,2794.57,2161.33,3981.17,810.38,564.69,1855.4,896.75,1123.78,556.4,1780.31,1653.92,1062.59,448.59,1541.74,673.77,2046.85,2557.04,138.44,387.15,638.82
