Year,Agric,Food,Soda,Beer,Smoke,Toys,Fun,Books,Hshld,Clths,Hlth,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach,ElcEq,Autos,Aero,Ships,Guns,Gold,Mines,Coal,Oil,Util,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin,Other
195602,246,81.02,-99.99,55.13,105.12,22.2,37.54,28.13,72.7,28.63,-99.99,53.24,120.81,449.36,32.76,29.29,101.6,60.4,225.61,-99.99,72.21,235.42,347.36,96.19,65.07,-99.99,-99.99,111.31,53.45,718.09,179.28,1209.71,12.05,13.93,355.3,-99.99,109.46,487.3,82.02,196.25,94.16,36.57,112.52,23.27,120.46,156.97,17.95,86.15,36.91
195603,254.96,82.39,-99.99,54.88,100.07,22.79,40.84,30,77.33,28.87,-99.99,59.1,129.81,465.26,33.06,29.28,106.43,56.75,234.53,-99.99,75.94,249.44,362.96,100.22,66,-99.99,-99.99,115.21,59.82,745.32,181.84,1211.51,12.17,14.2,372.09,-99.99,120.86,518.33,85.84,210.74,95.68,38.58,114.84,23.09,123.28,162.04,19.08,89.77,38.26
195604,252.83,83.56,-99.99,57.28,101.33,24.45,40.02,30.85,80.51,28.79,-99.99,62.18,139.13,491.11,35.01,29,119,57.12,258.81,-99.99,78.92,269.26,381.97,99.06,67.94,-99.99,-99.99,117.96,65.05,830.37,188.04,1214.37,13.15,14.31,426.91,-99.99,139.19,551.49,96.09,233.16,102.14,39.46,114.83,23.67,125.9,175.42,23.65,95.79,42.02
195605,245.47,83.44,-99.99,58.37,116.8,25.72,40.84,32.02,79.31,29.05,-99.99,58.1,143.96,486.72,34.27,27.97,118.83,57,270.43,-99.99,81.09,262.34,363.02,102.25,67.49,-99.99,-99.99,113.88,60.95,861.15,183.37,1203.68,12.26,14.36,433.87,-99.99,133.55,583.9,92.68,238.12,103.66,39.42,112.45,23.43,124.47,160.95,21.74,99.33,39.9
195606,239.21,80.75,-99.99,55.83,110.69,24.81,39.15,33.21,74.31,27.74,-99.99,58.93,141.2,455.62,33.17,26.15,113.93,55.16,245.54,-99.99,78.49,242.16,341.81,96.11,64.76,-99.99,-99.99,104.82,58.65,800.65,181.18,1190.34,11.55,14.01,426.63,-99.99,128.76,548,87.63,227.37,98.29,38.19,106.48,23.92,120.51,154.25,20.24,94.94,38.56
195607,237.16,81.01,-99.99,57.84,125.18,27.11,39.24,34.99,73.51,29.88,-99.99,63.32,148.58,469.58,35.17,26.97,156.26,88.36,234.23,-99.99,83.64,259.97,411.96,97.91,71.32,-99.99,-99.99,71.43,75.04,826.8,188.17,1181.18,12.31,13.94,377.37,-99.99,144.96,574.77,88.2,254.45,100.29,38.85,110.97,24.71,126.69,150,20.54,100.35,43.91
195608,239.54,83.63,-99.99,57.94,127.45,27.05,39.75,37.44,75.27,29.91,-99.99,63.06,153.43,481.95,35.36,27.06,169.59,94.86,259.58,-99.99,90.73,273.81,431.46,102.12,76.79,-99.99,-99.99,72.12,76.7,889.67,197.47,1212.93,12.12,14.01,394.99,-99.99,154.8,607.87,98.1,265.53,102.27,40.02,116.27,25.77,129.66,153.93,21.9,102.99,43.13
195609,241.43,81.63,-99.99,58.73,123.25,28.32,39.65,38.81,76.58,29.42,-99.99,59.78,148.3,461.85,34.29,26.14,162.16,90.69,252.85,-99.99,87.11,264.99,428.86,110.43,75.31,-99.99,-99.99,74.31,71.88,837.92,191.73,1194.44,13.41,14.23,374.56,-99.99,144.71,589.57,90.6,244.88,97.48,39.71,112.23,24.91,128.72,143.22,20.72,98.94,40.91
195610,227.69,78.59,-99.99,57.3,117.86,29.07,37.67,35.19,73.24,28.24,-99.99,57.24,142.54,430.36,36.43,25.51,150.01,86.3,240.71,-99.99,84.1,245.19,420.24,104.35,71.8,-99.99,-99.99,70.31,70.26,804.8,183.68,1147.62,12.47,14.01,348.4,-99.99,135.19,548.05,78.63,229.27,93.26,39,106.59,23.73,121.03,138.26,20.4,94.08,41.37
195611,225.52,78.29,-99.99,55.99,121.07,31.13,37.2,36.39,71.24,28.83,-99.99,55.46,143.59,433.29,37.14,25.8,147.26,88.1,242.25,-99.99,86.67,253.34,417.66,108.8,73.34,-99.99,-99.99,69.67,75.87,806.32,185,1131.68,12.61,14.23,359.63,-99.99,139.08,564.78,74.18,232.16,94.77,39.71,107.94,24.02,118.99,144.43,20.73,95.49,38.73
195612,222.58,77.58,-99.99,54.77,118.24,33.47,36.18,36.02,69.9,28.37,-99.99,57.4,139.85,416.21,35.98,25.26,139.59,91.79,245.23,-99.99,87.85,249.43,399.2,111.52,78.35,-99.99,-99.99,69.28,79.8,842.6,184.89,1147.79,12.56,14.25,372.54,-99.99,149.9,574.57,70.54,225.16,93.51,40.67,104.58,23.98,120.18,138.35,20.84,97.62,37.73
195701,221.95,77.89,-99.99,57.69,120.87,33.34,37.46,33.92,73.59,28.5,-99.99,58.91,147.93,446.36,17.97,24.88,146.26,97.43,257.91,-99.99,93.32,256.92,406.78,115.13,81.84,-99.99,-99.99,70.71,78.66,894.91,187.53,1162.76,12.7,14.28,403.38,-99.99,150.52,579.19,74.2,228.31,94.62,41.9,103.14,23.88,120.4,143.13,21.63,98.25,39.19
195702,231.81,78.63,-99.99,57.45,126.42,31.86,38.8,34.92,70.18,28.8,-99.99,57.66,144.4,420.54,17.3,25.34,140.84,98.16,233.21,-99.99,91.21,236.96,385.41,111.07,83.21,-99.99,-99.99,71.25,74.75,856.8,191.82,1196.52,13.06,14.49,389.38,-99.99,137.21,588.28,69.24,221.59,92.29,43.7,101.16,24.07,121.32,149.64,22.93,98.44,37.26
195703,227.03,77.2,-99.99,57.92,122.63,31.43,37.53,35.52,68.28,28.76,-99.99,59.9,142.67,410.27,17.58,23.37,136.9,95.96,221.64,-99.99,88.89,237.8,374.21,100.59,82.4,-99.99,-99.99,71.66,69.26,832.75,190.36,1200.1,13.01,14.18,381.69,-99.99,143.41,556.91,68.02,218.23,87.74,43.99,99.39,22.7,122.26,158.97,22.2,94.41,36.69
195704,236.78,77.79,-99.99,58.79,123.74,32.76,38.06,36.03,74.52,29.08,-99.99,62.52,154.47,420.17,18.38,23.76,138.76,99.7,225.94,-99.99,90.28,248.73,376.08,99.26,82.61,-99.99,-99.99,74.84,70.06,858.91,192.85,1203.56,13.32,14.21,396.28,-99.99,156.5,564.49,66.1,220.1,88.29,44.2,101.3,23.22,126.91,154.92,21.87,98.15,38.33
195705,240.03,78.98,-99.99,59.63,124.35,33.81,38.85,40.05,73.6,30.49,-99.99,63.49,163.12,442.43,17.84,23.71,139.56,107.59,238.65,-99.99,92.67,268.22,403.84,98.95,87.52,-99.99,-99.99,74.31,68.8,918.44,198.45,1208.94,13.33,14.32,430.74,-99.99,168.88,624.47,63.24,221.77,90.28,44.35,101.26,23.89,131.24,163.87,22.77,105.29,42.07
195706,238.77,79.42,-99.99,61.83,121.7,35.86,40.04,43.16,75.94,30.56,-99.99,63.6,170.64,455.87,18.12,24.65,150.3,109.31,241.77,-99.99,95.89,279.69,404.93,98.69,86.59,-99.99,-99.99,73.4,72.2,983.19,201.95,1220.62,13.23,14.21,464.95,-99.99,176.32,669.54,66.84,238.42,90.16,45.75,103.28,23.9,134.49,159.64,23.94,109.25,41
195707,241.62,79.78,-99.99,62.27,119.83,37.11,38.23,44.76,74.91,29.8,-99.99,64.01,202.37,459.23,18.97,26.17,113.86,102.88,248.54,-99.99,94.2,252.64,400.14,92.07,79.86,-99.99,-99.99,77.72,75.32,964.53,197.59,1316.94,17.88,14,469.42,-99.99,137.77,721.86,66.48,265.8,90.1,47.2,97.3,23.97,121.23,155.28,22.89,98.53,32.2
195708,231.67,81.59,-99.99,61.07,119.25,39.3,38.08,45.14,77.98,31.22,-99.99,70.32,207.21,465.98,18.86,25.91,116.29,104.49,247.33,-99.99,93.33,261.93,413.5,87.04,79.58,-99.99,-99.99,78.41,74.47,972.94,196.87,1313.75,17.92,13.96,473.76,-99.99,144.72,718.38,67.26,263.41,91.79,47.01,100.18,24.25,121.49,147.47,22.84,98.39,31.94
195709,237.97,79.24,-99.99,58.32,121.19,35.97,36.54,42.24,76.18,30.1,-99.99,65.2,202.13,441.03,17.63,23.97,106.9,97.63,228.32,-99.99,87.72,244.35,396.97,85.97,77.23,-99.99,-99.99,73.05,68.96,912.28,190.92,1309.8,18.5,13.73,440.04,-99.99,127.37,656.78,56.88,247.76,85.57,42.63,97.24,23.19,120.68,136.59,22.06,93.36,30.38
195710,221.31,78.12,-99.99,54.84,127.42,33.58,34.51,42.28,74.71,29.2,-99.99,64.18,194.03,411.93,16.78,22.55,100.86,90.72,207.86,-99.99,80.97,226.64,367.34,76.9,69.63,-99.99,-99.99,65.53,62.26,839.26,186.78,1400.45,18.86,13.62,418.94,-99.99,116.07,604.49,56.94,236.48,78.67,40.86,99.07,22.46,118.71,130.99,20.82,86.81,29.4
195711,210.45,76.61,-99.99,53.52,128.68,31.9,30.46,37.88,72.05,28.04,-99.99,62.58,193.07,396.89,16.11,20.69,97.05,84.29,192.04,-99.99,75.35,226.88,353.11,73.08,67.57,-99.99,-99.99,61.13,59.29,788.52,184.85,1371,18.56,13.42,407.47,-99.99,107.79,633.83,51.46,227.32,72.65,37.22,95.32,20.59,117.15,127.07,18.51,77.77,28.08
195712,213.48,78.76,-99.99,56.03,131.81,33.19,31.57,38.52,74.65,27.47,-99.99,65.81,206.7,413.5,16.37,21.09,100.54,92.53,190.36,-99.99,73.67,244.85,333.33,84.45,70.54,-99.99,-99.99,53.93,58.34,801.75,191.92,1390.21,19.39,14.46,422.88,-99.99,119.73,650.17,42.04,241.13,70.58,37.85,96.12,19.83,123.85,132.62,18.6,79.32,27.33
195801,194.34,79.86,-99.99,54.11,135.76,32.13,29.76,37.09,76.59,26.49,-99.99,66.31,204.55,399.38,15.38,19.41,98.67,83.56,173.16,-99.99,67.87,231.54,309.66,78.64,66.78,-99.99,-99.99,49.5,53.25,745.28,196.03,1389.92,18.92,15.85,417.91,-99.99,108.59,649.78,37.54,233.48,65.4,36.24,94.06,19.35,123.08,144.9,17.4,75.27,27.36
195802,213.22,85.11,-99.99,57.9,143.89,35.41,32.62,39.86,77.87,28.67,-99.99,71.97,203.1,412.81,16.72,22.44,105.27,99.7,187.95,-99.99,74.96,239.63,322.68,81.81,71.44,-99.99,-99.99,53.82,58.05,755.25,207.63,1449.08,19.67,16.28,441.13,-99.99,108.85,677.47,41.01,243.93,73.68,37.75,102.48,21.63,132.92,148.32,18.13,83.28,28.48
195803,234.96,86.94,-99.99,63.67,141.91,34.63,32.39,37.44,79.6,29.1,-99.99,70.68,213.04,402.81,16.6,21.99,105.8,95.28,186.91,-99.99,72.1,230.22,312.07,79.07,70.47,-99.99,-99.99,51.71,55.99,714.83,209.39,1458.16,20.34,16.28,449.07,-99.99,105.96,670.58,38.78,238.4,70.46,37.79,104.75,21.43,137.56,154.58,17.98,80.86,33.9
195804,242.39,89.81,-99.99,65.29,150.65,36.55,32.45,38.93,82.84,29.86,-99.99,77.53,228.31,401.01,16.76,22.36,108.44,101.52,190.2,-99.99,74.45,230.82,318.93,79.25,70.1,-99.99,-99.99,55.94,56.4,771.68,212.63,1456.55,21.2,16.23,471.88,-99.99,112.5,688.77,40.19,245.55,70.5,39.23,108.7,22.92,139.84,155.63,19.6,84.39,37.29
195805,260.29,93.66,-99.99,67.53,157.48,35.84,33.6,40.94,84.07,30.75,-99.99,78.88,246.06,403.71,16.12,23.45,109.58,99.71,192.39,-99.99,75.81,227.33,330.98,83.48,70.04,-99.99,-99.99,56.49,59.08,810.67,222.78,1495.94,21.23,16.61,478.54,-99.99,111.89,704.34,40.15,249.36,75.35,39.35,111.86,23.31,141.93,159.95,21.17,86.52,36.89
195806,262.33,96.26,-99.99,69.52,156.69,35.91,35.91,41.75,87,31.62,-99.99,76.65,248.35,408.02,15.95,24.51,111.14,99.29,203.95,-99.99,77.9,232,347.5,88.46,71.86,-99.99,-99.99,58.71,62.44,819.49,225.09,1526.35,21.99,17.18,482.78,-99.99,117.75,692.14,40.1,260.68,77.9,40.27,115.39,25.12,146.18,154.85,24.99,87.89,37.47
195807,187.43,98.3,-99.99,74.66,177.22,47.89,35.75,42.03,92.31,30.64,-99.99,75.4,224.26,408.02,16.71,24.36,109.18,74.62,211.61,-99.99,74.81,228.06,406.11,119.41,86.34,-99.99,-99.99,58.61,73.95,872.51,234.49,1624.32,41.88,17.11,537.72,-99.99,111.58,487.52,46.73,259.16,81.4,39.41,121.87,26.12,146.68,161.4,28.33,90.9,40.34
195808,188.64,99.68,-99.99,77.04,177.17,49.28,36.49,40.1,101.03,31.38,-99.99,80.9,237.14,448.12,17.16,26.1,116.58,75.73,235.48,-99.99,80.87,239.06,445.22,126.13,91.93,-99.99,-99.99,52.74,83.16,875.39,236.44,1638.87,41.25,18.62,541.28,-99.99,119.27,514.37,51.46,272.78,87.92,40.89,123.67,26.94,150.88,164.21,30.91,91.72,40.68
195809,201.51,101.22,-99.99,80.58,179.5,53.11,38.69,44.79,99.22,32.17,-99.99,81.71,241.15,457.18,17.68,27.09,119.03,75.24,241.51,-99.99,83.49,243.69,439.17,125.89,92.67,-99.99,-99.99,49.09,84.88,886.78,233.08,1676.96,42,18.86,549.99,-99.99,121.66,526.59,64.84,279.91,89.85,42.23,130.27,28.47,159.35,161.29,32.13,95.91,45.15
195810,194.73,103.12,-99.99,85.3,193.41,60.59,40.71,49.18,103.23,33.29,-99.99,86.18,269.87,469.92,18.25,29.72,123.02,79.11,261.07,-99.99,86.75,256.07,481.69,123.08,93.95,-99.99,-99.99,49.46,84.23,916.01,240.27,1742.66,43.75,19.62,594.39,-99.99,118.55,559.25,69.45,291,97.12,43.11,135.26,31.44,153.53,155.72,32.1,102.76,48.94
195811,205.4,104.49,-99.99,90.22,196.7,70.11,42.22,51.91,112.71,33.12,-99.99,92.65,271.46,473,18.98,30.68,124.12,86.32,273.74,-99.99,89.26,266.33,492.85,131.71,97.36,-99.99,-99.99,50.99,86.39,926.28,249.95,1768,46.15,20.37,632.34,-99.99,120.22,574.94,63.26,297.82,100.16,43.46,136.57,32.61,160.22,168.83,32.77,104.83,50.52
195812,207.42,109.16,-99.99,94.84,198.41,71.25,44.78,57.09,117.8,33.78,-99.99,99.17,291.75,486.92,21.32,31.35,128.31,92.52,273.43,-99.99,92.56,276.21,515.57,129.5,99.67,-99.99,-99.99,51.48,85.12,938.53,256.19,1802.12,49.43,21.23,645.4,-99.99,137.05,620.06,68.68,307.33,105.46,45.11,143.91,37.14,159.55,170.6,34.04,109.57,52.33
195901,204.19,112.26,-99.99,95.22,205.08,68.05,45.82,54.53,119.75,34.97,-99.99,105.38,303.78,514.56,21.81,32.31,134.93,89.4,291.56,-99.99,94.94,306.1,535.04,129.11,103.77,-99.99,-99.99,53.49,88.19,949.35,270.56,2025.19,53.62,21.65,775.22,-99.99,148.74,650.42,72.51,316.28,107.41,47.42,151.77,36.35,164.99,195.18,32.13,111.62,57.21
195902,202.82,115.03,-99.99,97.41,223.05,72.11,47.44,55.99,121.61,37.73,-99.99,107.13,301.36,513.05,22.11,33.26,136.91,96.49,295.58,-99.99,95.93,303.95,536.56,130.9,101.05,-99.99,-99.99,56.02,89.84,952.89,273.24,2104.25,56.54,23.27,734.63,-99.99,144.9,646.74,71.52,318.56,110.84,47.27,161.13,37.28,155.79,191.14,31.92,111.62,55.95
195903,216.03,117.64,-99.99,99.95,221.84,80.29,48.64,54.86,125.68,39.62,-99.99,104.33,313.15,537.35,23.24,35.08,143.11,99,297.49,-99.99,98.44,319.2,531.02,138.77,104.1,-99.99,-99.99,55.87,88.3,875.49,275.7,2205.6,56.09,23.16,772.04,-99.99,151.02,694.34,80.94,327.79,112.81,47.82,167.37,38.28,159.52,195.49,32.86,113.62,57.96
195904,216.28,116.32,-99.99,97.24,226.75,88.86,49.25,56,136.28,39.17,-99.99,111.5,325.63,543.03,23.45,35.37,142.84,96.56,289.76,-99.99,97.95,327.9,526.51,144.59,105.22,-99.99,-99.99,57.96,88.61,894.02,279.23,2176.39,64.35,22.67,784.08,-99.99,153.47,698.62,79.67,324.94,113.41,47.77,163.99,40.43,152.67,183.77,34.92,115.23,58.3
195905,245.36,117.53,-99.99,98.48,235.71,110.09,50.71,54.55,133.79,39.89,-99.99,101.48,368.14,581.38,23.5,36.79,149.06,92.68,295.86,-99.99,101.68,351.01,576.13,148.98,102.52,-99.99,-99.99,53.97,88.23,908.93,275.39,2277.16,66.14,22.93,840.29,-99.99,170.76,805.33,83.91,329.8,117.54,50.92,165.64,40.03,157.94,182.38,33.29,115.99,60.08
195906,235.48,122.6,-99.99,98.96,219.78,105.79,50.46,52.77,137.13,39.81,-99.99,103.56,362.65,612.9,24.94,37.5,154.37,92.16,308.79,-99.99,105.92,354.75,603.57,153.04,101.56,-99.99,-99.99,52.88,86.76,894.24,271.4,2252.13,60.92,22.75,974.35,-99.99,163.39,774.73,85.73,325.43,119.74,50.26,169.82,39.67,162.05,177.63,32.68,115.19,63.37
195907,258.88,123.83,-99.99,99.44,232.25,126.56,47.76,46.75,130.88,45.16,-99.99,128.55,384.46,606.07,23.66,40.66,154.76,83.67,324.9,-99.99,112.52,344.6,635.68,150.78,103.76,-99.99,-99.99,48.52,89.06,926.71,265.08,2132.37,65.88,24.82,874.75,-99.99,132.68,802.65,85.11,338.67,121.13,49.08,182.96,41.75,155.79,212.85,28.56,108.66,64.18
195908,263.26,128.44,-99.99,109.4,234,128.6,50.78,52.4,133.32,44.61,-99.99,125.73,403.84,643.83,24.54,43.46,157.77,84.23,335.97,-99.99,114.69,346.81,680.35,150.22,105.42,-99.99,-99.99,49.04,98.82,970.59,274.55,2145.12,65.55,25.23,845.22,-99.99,139.46,865.71,85.69,348.68,121.31,50.17,186.11,42.53,153.39,208.33,31.5,113.67,63.29
195909,239.29,127.82,-99.99,106.33,239.33,126.81,49.06,54.58,137.5,43.96,-99.99,132.55,386.86,619.74,24.62,41.94,153.26,81.77,340.75,-99.99,111.95,338.08,686.75,128.85,101.89,-99.99,-99.99,47.83,98.33,933.32,277.24,2156.84,63.9,25.66,829.67,-99.99,128.66,837.79,80.34,346.35,117.26,49.47,187.15,43.6,151.15,192.78,31.24,112.78,63.1
195910,227.19,123.57,-99.99,101.5,231.57,120.63,46.28,49.7,128.59,43.37,-99.99,126.11,367.04,587.6,22.88,40.35,146.46,74.4,322.66,-99.99,103.62,327.75,657.24,120.95,96.18,-99.99,-99.99,45.63,92.14,868.23,264.23,2115.76,61.01,25.22,806.11,-99.99,117.73,796.96,74.49,336.12,112.99,47.01,183.23,41.28,145.96,182.45,29.75,105.04,60.67
195911,257.28,126.61,-99.99,102.33,245.46,138.09,47,53.07,133.76,45.68,-99.99,134.8,374.52,606.85,22.83,39.29,151.63,75.47,318.3,-99.99,105.07,347.02,656.56,128.82,93.62,-99.99,-99.99,45.01,97,876.31,265.83,2143.22,61.72,25.83,815.74,-99.99,125.05,880.88,75.31,340.83,111.63,49.68,183.78,44.21,143.2,173.75,30.89,109.23,63.32
195912,281.46,125.94,-99.99,103.77,248.17,144.79,48.02,52.05,137.87,45.76,-99.99,131.88,395.57,616.96,22.2,39.33,152.54,75.15,314.94,-99.99,104.62,391.42,651.08,146.29,98.16,-99.99,-99.99,44.97,97.19,864.94,265.8,2115.44,66.32,26.53,867.13,-99.99,130.68,990.64,76.86,361.05,108.07,53.02,186.63,43.59,146.2,184.38,30.86,108.25,69.02
196001,269.08,129.22,-99.99,104.21,241.17,144.28,49.87,56.23,138.94,46.53,-99.99,122.51,388.99,637.36,22.42,39.61,153.5,78.7,322.52,-99.99,107.93,412.83,686.95,136.13,98.16,-99.99,-99.99,46.95,99.1,901.32,270.58,2186.31,64.41,27.21,869.9,-99.99,146.66,998.79,81.38,366.54,110.17,52.78,191.52,44.75,140.97,205.86,31.8,109.52,62.75
196002,257.95,123.69,-99.99,98.37,237.03,161.19,45.35,52.7,127.82,42.63,-99.99,117.7,363.68,575.43,21.57,37.8,143.41,76.72,293.31,-99.99,103.24,363.34,608.59,128.21,95.88,-99.99,-99.99,47.82,91.59,832.71,264.25,2206.88,60.75,26.18,821.81,-99.99,130.67,891.76,74.88,332.85,105.56,49.96,179.86,40.38,139.58,184.86,29.66,102.5,60.31
196003,272.41,127.5,-99.99,96.12,240.55,172.16,45.64,54.44,139.86,43.22,-99.99,121.6,363.06,569.96,21.64,37.73,147.82,77.23,286.11,-99.99,100.93,382.3,592.49,130.5,98.33,-99.99,-99.99,48.33,88.49,797.48,270.65,2387.33,68.99,26.16,837.98,-99.99,143.66,987.1,69.21,343.33,104.3,50.67,186.83,40.98,139.34,186.88,29.49,100.2,65.24
196004,279.93,126.4,-99.99,93.35,240.36,169.4,48.81,56.85,139.39,42.09,-99.99,116.42,369.15,555.71,21.68,35.11,146.8,76.1,270.69,-99.99,97.35,378.73,554.62,117.45,93.97,-99.99,-99.99,46.95,83.69,791.23,274.35,2372.92,70.37,24.91,869.01,-99.99,143.62,1027.55,67.71,335.63,99.08,50.08,186.96,39.39,140.46,185.51,29.1,99.04,63.22
196005,291.51,127.59,-99.99,91.28,244.05,191.35,47.9,56.56,137.2,42.14,-99.99,116.7,375.45,525.33,21.78,34.73,147.29,68.94,256.2,-99.99,93.33,384.5,542.73,121.08,91.16,-99.99,-99.99,46.66,81.36,756.43,277.35,2348.01,77.27,24.31,888.76,-99.99,151.17,1033.25,62.27,337.88,96.94,50.21,185.81,42.94,143.16,178.05,27.06,97.06,63.61
196006,341.31,136.78,-99.99,90.62,248.27,211.62,48.83,65.88,147.93,42.86,-99.99,135.28,425.68,542.22,21.45,35.34,152.3,63.47,260.8,-99.99,94,409.79,540.65,133.47,97.51,-99.99,-99.99,45.76,83.04,722.51,280.45,2424.54,77.48,23.26,998.42,-99.99,168.2,1154.35,59.78,347.54,97.39,51.03,191.33,43.16,142.13,179.83,28.83,96.01,64.57
196007,374.49,145.09,-99.99,94.31,260.41,238.72,59.05,68.71,159.06,41.3,-99.99,120.94,427.55,550.18,23.31,38.2,154.25,59.22,260.47,-99.99,97.97,369.96,532.13,131.81,98.53,-99.99,-99.99,44.2,83.84,756.17,309.16,2496,70.73,23.18,1061.51,-99.99,146.95,1019.47,57.09,357.17,100.81,68.61,185.46,42.89,136.61,316.56,25.31,102.67,71.19
196008,357.45,142.42,-99.99,93.44,272.73,223.84,57.7,69.67,157.62,40.81,-99.99,122.73,409.34,513.36,22.62,36.98,146.2,57.42,254.58,-99.99,94.06,344.65,524.78,136.77,95.85,-99.99,-99.99,45.33,85.66,760.48,304.53,2498.38,73.18,23.01,1050.43,-99.99,139.84,990.94,56.01,342.39,97.57,64.25,182.48,42.4,137.85,321.15,24.15,101.77,65.86
196009,342.26,149.99,-99.99,96.17,285.15,235.75,63.1,71.82,165.66,42.11,-99.99,125.46,418.37,517.04,22.88,36.48,146.61,57.39,254.48,-99.99,94.48,341.04,536.71,150.79,94,-99.99,-99.99,48.11,88.13,784.37,319.82,2674.23,78.02,23.92,1076.29,-99.99,142.83,1022.68,57.98,345.58,98.79,67.11,187.13,43.11,144.41,325.74,25.12,103.81,68.61
